"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901112 - PESSOAL CIVIL PAGO PELA UNIDADE","         240.815.122,74","         109.413.252,75"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901129 - PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO","          16.295.134,04","           1.459.822,87"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901131 - PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS","           4.431.164,53","           1.496.161,31"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901136 - ABONO DE PERMANENCIA","             436.998,00","             277.626,51"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901313 - FUNDO DE GARANTIA POR TEMPO DE SERVICO","           9.373.801,62","           7.484.485,77"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901321 - FGTS-13 SALARIO","           1.248.650,79","             112.866,44"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901323 - PREVIDENCIA SOCIAL/PESSOAL CLT","          29.385.018,05","          20.781.050,58"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31911301 - CONTRIB PATRONAL-SAO PAULO PREVIDENCIA-SPPRE","                   0,00","           4.288.654,28"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33901401 - DIARIAS PESSOAL CIVIL","              71.627,70","               1.105,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33901416 - DIARIAS NO EXTERIOR","               8.000,46","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33901801 - AUXILIO FINANCEIRO A ESTUDANTES","               6.704,00","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903010 - GENEROS ALIMENTICIOS","           1.807.986,45","             546.317,77"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES","             524.154,52","             148.122,10"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS","          17.683.677,33","           2.275.583,32"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903031 - MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO","          31.009.034,56","           5.037.690,56"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903040 - MATERIAL EDUCATIVO E CULTURAL","              11.149,19","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS","              72.610,35","               3.787,72"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903050 - PECAS DE REPOSICAO E ACESSORIOS","             952.153,56","             140.614,81"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903051 - FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ","                 188,00","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS","               9.381,17","               2.499,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903060 - SUPRIMENTO DE INFORMATICA","             177.924,59","              22.588,59"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903061 - PECAS E ACESSOR.E COMPONENTES DE INFORMATICA","              39.951,95","               1.368,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903080 - ANIMAIS PARA ABATE,EXPERIMENTO E SEMEM","              12.258,00","               7.920,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903090 - OUTROS MATERIAIS DE CONSUMO","           4.308.487,47","             340.435,41"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903295 - MATERIAL OU BEM PARA DISTRIBUICAO GRATUITA","          12.245.233,64","           1.866.190,55"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903342 - PASSAGENS AEREAS","              69.644,26","               1.726,03"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903343 - LOCACAO DE VEICULOS,AERONAVES E OUTROS","             317.157,03","              13.299,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903344 - VALE-TRANSPORTE","             101.319,60","               7.897,20"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903345 - OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO","               1.731,60","              78.286,13"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS","                 375,00","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS","                  75,00","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903613 - ESTAGIARIOS DIRETAMENTE CONTRATADOS","             630.531,22","              67.502,07"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903616 - AJUDA DE CUSTO A COLABORADORES EVENTUAIS","                 998,00","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903796 - SERVICOS DE LIMPEZA","          13.364.731,88","           2.116.676,19"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903912 - SERV.PROGRAMAS E APLICATIVOS DE INFORMATICA","             288.217,16","              88.944,02"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903913 - LOCACAO DE EQUIPAMENTOS DE INFORMATICA","             133.762,98","              21.826,46"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903916 - GAS MEDICINAL (SERV.DE FORNEC. E LOCACAO)","             257.357,41","             108.469,19"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS","           1.428.723,89","             145.505,39"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903936 - DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO","             126.317,89","              10.790,37"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903941 - SERVICO DE LAVANDERIA","           2.431.535,29","             301.484,97"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903971 - FORNEC.ALIMENTACAO PREPARADA-FUNCIONARIOS","             750.099,85","             152.000,00"

