"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31900701 - CONTRIBUICAO PATRONAL","             255.331,03","             153.641,96"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901112 - PESSOAL CIVIL PAGO PELA UNIDADE","         372.696.107,88","          21.007.047,00"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901129 - PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO","          28.972.967,70","             154.711,75"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901131 - PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS","           6.433.009,04","           1.208.597,27"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901136 - ABONO DE PERMANENCIA","           2.535.274,72","             193.061,35"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901313 - FUNDO DE GARANTIA POR TEMPO DE SERVICO","          10.117.088,38","             900.895,77"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901321 - FGTS-13 SALARIO","             440.177,61","             470.108,13"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901323 - PREVIDENCIA SOCIAL/PESSOAL CLT","          30.006.452,42","           2.498.566,69"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31911301 - CONTRIB PATRONAL-SAO PAULO PREVIDENCIA-SPPRE","          25.424.996,52","          20.335.152,78"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33901401 - DIARIAS PESSOAL CIVIL","              47.181,00","               2.812,00"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33901416 - DIARIAS NO EXTERIOR","              11.064,99","                   0,00"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903010 - GENEROS ALIMENTICIOS","           2.051.051,21","             367.296,72"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903012 - MATERIAL DE CAMA, MESA E BANHO","             482.457,80","             191.917,68"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903013 - MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA","             187.977,63","               4.400,00"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903014 - MATERIAL DE LIMPEZA","              11.429,92","                   0,00"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903015 - ARTIGOS DE HIGIENE PESSOAL","              36.901,40","               7.930,00"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM","              10.872,64","               2.768,47"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES","             143.466,34","              33.445,45"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS","          18.852.044,41","           1.273.918,31"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903031 - MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO","          21.786.154,55","           4.717.721,16"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903032 - MATERIAL DE USO LABORATORIAL","          15.986.457,54","           1.501.156,95"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903039 - MATERIAL ESPORTIVO E DE LAZER","               1.575,00","                   0,00"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903040 - MATERIAL EDUCATIVO E CULTURAL","               1.182,35","                 126,60"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS","             137.037,36","              19.566,09"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903043 - LIVROS P/BIBLIO.PUBLI,MAPAS,OUTRAS PUBLICACA","                   0,00","                 575,73"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903050 - PECAS DE REPOSICAO E ACESSORIOS","           1.080.635,95","             453.621,69"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903051 - FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ","                 198,00","                   0,00"
"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS","              13.415,70","                 451,75"
