"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901112 - PESSOAL CIVIL PAGO PELA UNIDADE","         137.821.601,26","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901129 - PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO","          12.797.573,99","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901131 - PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS","           3.699.781,45","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901136 - ABONO DE PERMANENCIA","             449.640,64","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901313 - FUNDO DE GARANTIA POR TEMPO DE SERVICO","          10.849.051,59","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901321 - FGTS-13 SALARIO","             929.191,35","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","31901323 - PREVIDENCIA SOCIAL/PESSOAL CLT","          33.149.357,66","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33901401 - DIARIAS PESSOAL CIVIL","              57.147,00","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33901801 - AUXILIO FINANCEIRO A ESTUDANTES","               9.000,00","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903010 - GENEROS ALIMENTICIOS","           1.572.385,43","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES","             564.657,84","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS","          15.980.404,62","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903031 - MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO","          24.893.434,14","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903040 - MATERIAL EDUCATIVO E CULTURAL","               9.828,85","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS","              64.254,01","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903050 - PECAS DE REPOSICAO E ACESSORIOS","             225.995,37","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903051 - FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ","                 452,09","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS","              65.232,59","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903060 - SUPRIMENTO DE INFORMATICA","             150.946,66","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903061 - PECAS E ACESSOR.E COMPONENTES DE INFORMATICA","              24.725,40","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903080 - ANIMAIS PARA ABATE,EXPERIMENTO E SEMEM","               1.900,00","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903090 - OUTROS MATERIAIS DE CONSUMO","          11.173.958,69","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903295 - MATERIAL OU BEM PARA DISTRIBUICAO GRATUITA","           8.916.606,98","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903342 - PASSAGENS AEREAS","              47.805,29","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903343 - LOCACAO DE VEICULOS,AERONAVES E OUTROS","              75.504,00","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903344 - VALE-TRANSPORTE","             115.553,60","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903345 - OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO","               2.033,20","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS","               2.990,00","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS","                 598,00","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903613 - ESTAGIARIOS DIRETAMENTE CONTRATADOS","             755.115,94","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903796 - SERVICOS DE LIMPEZA","           9.747.948,92","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903799 - OUTROS SERVICOS","              16.738,66","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903912 - SERV.PROGRAMAS E APLICATIVOS DE INFORMATICA","             187.342,40","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903915 - LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA","              13.411,44","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903916 - GAS MEDICINAL (SERV.DE FORNEC. E LOCACAO)","             205.847,78","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS","           1.219.296,70","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903920 - INSTAL.MANUT.DE EQUIP.DE INFORMATICA","               1.230,00","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903936 - DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO","             128.415,54","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903941 - SERVICO DE LAVANDERIA","           2.101.585,59","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903971 - FORNEC.ALIMENTACAO PREPARADA-FUNCIONARIOS","             618.688,60","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT","           3.376.307,47","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903983 - SERVICOS GRAFICOS","               3.947,89","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903992 - DESPESAS MIUDAS E DE PRONTO PAGAMENTO","              59.299,57","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33903999 - OUTROS SERVICOS DE TERCEIROS","          16.675.462,38","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES","               2.370,38","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","33909315 - AJUDA DE CUSTO-PESSOAL CIVIL","               9.433,49","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","44905130 - EXECUCAO DE OBRAS E INSTALACOES","             679.668,02","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","44905220 - EQUIPAMENTOS PARA INFORMATICA","             380.668,78","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","44905232 - MOBILIARIO EM GERAL","             231.699,23","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","44905233 - MATERIAL EDUCATIVO,CULTURAL E RECREATIVO","                 670,50","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE","           2.237.403,19","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","44905235 - EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO","           2.589.870,81","                   0,00"

"10 - SAUDE","302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL","44909201 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES","              21.405,20","                   0,00"

"12 - EDUCACAO","122 - ADMINISTRACAO GERAL","31900111 - INATIVOS-RPPS","           2.496.231,62","                   0,00"

"12 - EDUCACAO","122 - ADMINISTRACAO GERAL","31900114 - INATIVOS 13 SALARIO-RPPS","             238.143,60","                   0,00"

"12 - EDUCACAO","122 - ADMINISTRACAO GERAL","31900321 - PENSAO JUDICIAL DE CARATER INDENIZATORIO","              84.880,00","                   0,00"

"12 - EDUCACAO","122 - ADMINISTRACAO GERAL","31901112 - PESSOAL CIVIL PAGO PELA UNIDADE","          81.307.066,90","                   0,00"

"12 - EDUCACAO","122 - ADMINISTRACAO GERAL","31901129 - PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO","          11.896.620,83","                   0,00"

